chrom	start	end	strand	trid	geneid
chr17	22061967	22062150	-	stmg_minus_chr17.8.1	stmg_minus_chr17.8
chr17	22070435	22070538	-	stmg_minus_chr17.8.1	stmg_minus_chr17.8
chr17	27237859	27238423	-	stmg_minus_chr17.9.1	stmg_minus_chr17.9
chr17	27241613	27241660	-	stmg_minus_chr17.9.1	stmg_minus_chr17.9
chr17	34360475	34360661	-	stmg_minus_chr17.10.1	stmg_minus_chr17.10
chr17	34361785	34361896	-	stmg_minus_chr17.10.1	stmg_minus_chr17.10
chr17	34363086	34363222	-	stmg_minus_chr17.10.1	stmg_minus_chr17.10
chr17	36377531	36378414	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	36379396	36379548	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	36379919	36380018	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	36380482	36380547	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	36380932	36381026	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	36381740	36381860	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	36382404	36382452	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	36383701	36383810	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	36384140	36384247	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	36384691	36384771	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	36385254	36385293	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	36386576	36386661	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	36386824	36386896	-	stmg_minus_chr17.11.1	stmg_minus_chr17.11
chr17	38181659	38182542	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	38183524	38183676	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	38184047	38184146	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	38184610	38184675	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	38185060	38185154	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	38185868	38185988	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	38186532	38186580	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	38187834	38187943	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	38188273	38188380	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	38188824	38188904	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	38189387	38189426	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	38190710	38190795	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	38190958	38191030	-	stmg_minus_chr17.12.1	stmg_minus_chr17.12
chr17	41853545	41855321	-	stmg_minus_chr17.13.1	stmg_minus_chr17.13
chr17	41864826	41865429	-	stmg_minus_chr17.13.1	stmg_minus_chr17.13
chr17	42402452	42405388	-	stmg_minus_chr17.14.1	stmg_minus_chr17.14
chr17	42422627	42423367	-	stmg_minus_chr17.14.1	stmg_minus_chr17.14
chr17	44794749	44795112	-	stmg_minus_chr17.15.1	stmg_minus_chr17.15
chr17	44797563	44797766	-	stmg_minus_chr17.15.1	stmg_minus_chr17.15
chr17	44959693	44960367	-	stmg_minus_chr17.16.1	stmg_minus_chr17.16
chr17	44967452	44968069	-	stmg_minus_chr17.16.1	stmg_minus_chr17.16
chr17	50050350	50052633	-	stmg_minus_chr17.17.1	stmg_minus_chr17.17
chr17	50053493	50053627	-	stmg_minus_chr17.18.1	stmg_minus_chr17.18
chr17	50055629	50055737	-	stmg_minus_chr17.18.1	stmg_minus_chr17.18
chr17	50158337	50158623	-	stmg_minus_chr17.19.1	stmg_minus_chr17.19
chr17	50161021	50161257	-	stmg_minus_chr17.19.1	stmg_minus_chr17.19
chr17	62231508	62231577	-	stmg_minus_chr17.20.1	stmg_minus_chr17.20
chr17	62236800	62236877	-	stmg_minus_chr17.20.1	stmg_minus_chr17.20
chr17	62237063	62237122	-	stmg_minus_chr17.20.1	stmg_minus_chr17.20
chr17	62238009	62238116	-	stmg_minus_chr17.20.1	stmg_minus_chr17.20
chr17	62238787	62238877	-	stmg_minus_chr17.20.1	stmg_minus_chr17.20
chr17	62239047	62239137	-	stmg_minus_chr17.20.1	stmg_minus_chr17.20
chr17	62241536	62241636	-	stmg_minus_chr17.20.1	stmg_minus_chr17.20
chr17	62243069	62243126	-	stmg_minus_chr17.20.1	stmg_minus_chr17.20
chr17	62247006	62247144	-	stmg_minus_chr17.20.1	stmg_minus_chr17.20
chr17	62966825	62967678	-	stmg_minus_chr17.21.1	stmg_minus_chr17.21
chr17	62968500	62968546	-	stmg_minus_chr17.21.1	stmg_minus_chr17.21
chr17	68793657	68793704	-	stmg_minus_chr17.22.1	stmg_minus_chr17.22
chr17	68797461	68797736	-	stmg_minus_chr17.22.1	stmg_minus_chr17.22
chr17	74541272	74541736	-	stmg_minus_chr17.23.1	stmg_minus_chr17.23
chr17	74542861	74542987	-	stmg_minus_chr17.23.1	stmg_minus_chr17.23
chr17	74544609	74544947	-	stmg_minus_chr17.23.1	stmg_minus_chr17.23
chr17	74545722	74546136	-	stmg_minus_chr17.23.1	stmg_minus_chr17.23
chr17	82290054	82291563	-	stmg_minus_chr17.24.1	stmg_minus_chr17.24
chr17	82292523	82292806	-	stmg_minus_chr17.24.1	stmg_minus_chr17.24
chr17	82381122	82381342	-	stmg_minus_chr17.25.1	stmg_minus_chr17.25
chr17	82713908	82714116	-	stmg_minus_chr17.26.1	stmg_minus_chr17.26
chr17	82715567	82716246	-	stmg_minus_chr17.26.1	stmg_minus_chr17.26
chr18	1509183	1509223	+	stmg_plus_chr18.1.1	stmg_plus_chr18.1
chr18	1566452	1566524	+	stmg_plus_chr18.1.1	stmg_plus_chr18.1
chr18	1626239	1626367	+	stmg_plus_chr18.1.1	stmg_plus_chr18.1
chr18	1646515	1647093	+	stmg_plus_chr18.1.1	stmg_plus_chr18.1
chr18	5317271	5317654	+	stmg_plus_chr18.2.1	stmg_plus_chr18.2
chr18	10594627	10594716	+	stmg_plus_chr18.3.1	stmg_plus_chr18.3
chr18	10595794	10595886	+	stmg_plus_chr18.3.1	stmg_plus_chr18.3
chr18	10598858	10599121	+	stmg_plus_chr18.3.1	stmg_plus_chr18.3
chr18	10600996	10601313	+	stmg_plus_chr18.3.1	stmg_plus_chr18.3
chr18	10604746	10604790	+	stmg_plus_chr18.3.1	stmg_plus_chr18.3
chr18	12288484	12288654	+	stmg_plus_chr18.4.1	stmg_plus_chr18.4
chr18	12291103	12291326	+	stmg_plus_chr18.4.1	stmg_plus_chr18.4
chr18	14244667	14244784	+	stmg_plus_chr18.5.1	stmg_plus_chr18.5
chr18	14248967	14249023	+	stmg_plus_chr18.5.1	stmg_plus_chr18.5
chr18	14249432	14249485	+	stmg_plus_chr18.5.1	stmg_plus_chr18.5
chr18	14250288	14250407	+	stmg_plus_chr18.5.1	stmg_plus_chr18.5
chr18	14251966	14252122	+	stmg_plus_chr18.5.1	stmg_plus_chr18.5
chr18	30713903	30714283	+	stmg_plus_chr18.6.1	stmg_plus_chr18.6
chr18	58659858	58660013	+	stmg_plus_chr18.7.1	stmg_plus_chr18.7
chr18	58660432	58660524	+	stmg_plus_chr18.7.1	stmg_plus_chr18.7
chr18	79792760	79792801	+	stmg_plus_chr18.8.1	stmg_plus_chr18.8
chr18	79816079	79816522	+	stmg_plus_chr18.8.1	stmg_plus_chr18.8
chr18	3347777	3347988	-	stmg_minus_chr18.1.1	stmg_minus_chr18.1
chr18	3348133	3348250	-	stmg_minus_chr18.1.1	stmg_minus_chr18.1
chr18	3350487	3350540	-	stmg_minus_chr18.1.1	stmg_minus_chr18.1
chr18	9322063	9322152	-	stmg_minus_chr18.2.1	stmg_minus_chr18.2
chr18	9334137	9334437	-	stmg_minus_chr18.2.1	stmg_minus_chr18.2
chr18	11367061	11367447	-	stmg_minus_chr18.3.1	stmg_minus_chr18.3
chr18	11368533	11368650	-	stmg_minus_chr18.3.1	stmg_minus_chr18.3
chr18	11910640	11910862	-	stmg_minus_chr18.4.1	stmg_minus_chr18.4
chr18	11914195	11914240	-	stmg_minus_chr18.4.1	stmg_minus_chr18.4
chr18	44676995	44678889	-	stmg_minus_chr18.5.1	stmg_minus_chr18.5
chr18	44679616	44679675	-	stmg_minus_chr18.5.1	stmg_minus_chr18.5
chr18	71000478	71000624	-	stmg_minus_chr18.6.1	stmg_minus_chr18.6
chr18	71001714	71001888	-	stmg_minus_chr18.6.1	stmg_minus_chr18.6
chr18	71011440	71011490	-	stmg_minus_chr18.6.1	stmg_minus_chr18.6
chr18	75070266	75070406	-	stmg_minus_chr18.7.1	stmg_minus_chr18.7
chr18	75070483	75070670	-	stmg_minus_chr18.7.1	stmg_minus_chr18.7
chr18	75070935	75070972	-	stmg_minus_chr18.7.1	stmg_minus_chr18.7
chr19	3585554	3585822	+	stmg_plus_chr19.1.1	stmg_plus_chr19.1
chr19	3586495	3586680	+	stmg_plus_chr19.1.1	stmg_plus_chr19.1
chr19	3586814	3586994	+	stmg_plus_chr19.1.1	stmg_plus_chr19.1
chr19	3589443	3589555	+	stmg_plus_chr19.1.1	stmg_plus_chr19.1
chr19	3589831	3589912	+	stmg_plus_chr19.1.1	stmg_plus_chr19.1
chr19	3590039	3593541	+	stmg_plus_chr19.1.1	stmg_plus_chr19.1
chr19	5823802	5824334	+	stmg_plus_chr19.2.1	stmg_plus_chr19.2
chr19	5827749	5828324	+	stmg_plus_chr19.2.1	stmg_plus_chr19.2
chr19	6531000	6531303	+	stmg_plus_chr19.3.1	stmg_plus_chr19.3
chr19	6532786	6532816	+	stmg_plus_chr19.3.1	stmg_plus_chr19.3
chr19	6534600	6535928	+	stmg_plus_chr19.3.1	stmg_plus_chr19.3
chr19	14031748	14031972	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14032386	14032503	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14039508	14039665	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14039753	14039910	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14042453	14042612	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14042716	14042789	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14046154	14046337	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14046430	14046618	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14048981	14049082	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14049156	14049314	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14050758	14050883	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14051607	14051700	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14051880	14051973	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	14052096	14053216	+	stmg_plus_chr19.4.1	stmg_plus_chr19.4
chr19	32691961	32692674	+	stmg_plus_chr19.5.1	stmg_plus_chr19.5
chr19	32709185	32709392	+	stmg_plus_chr19.5.1	stmg_plus_chr19.5
chr19	32711752	32713796	+	stmg_plus_chr19.5.1	stmg_plus_chr19.5
chr19	39197148	39197319	+	stmg_plus_chr19.6.1	stmg_plus_chr19.6
chr19	39198053	39198115	+	stmg_plus_chr19.6.1	stmg_plus_chr19.6
chr19	39198202	39198253	+	stmg_plus_chr19.6.1	stmg_plus_chr19.6
chr19	39199170	39199265	+	stmg_plus_chr19.6.1	stmg_plus_chr19.6
chr19	39200346	39200484	+	stmg_plus_chr19.6.1	stmg_plus_chr19.6
chr19	39200616	39201884	+	stmg_plus_chr19.6.1	stmg_plus_chr19.6
chr19	39784554	39784678	+	stmg_plus_chr19.7.1	stmg_plus_chr19.7
chr19	39785698	39786118	+	stmg_plus_chr19.7.1	stmg_plus_chr19.7
chr19	41443170	41443343	+	stmg_plus_chr19.8.1	stmg_plus_chr19.8
chr19	41444006	41444752	+	stmg_plus_chr19.8.1	stmg_plus_chr19.8
chr19	48398375	48398857	+	stmg_plus_chr19.9.1	stmg_plus_chr19.9
chr19	48404734	48405353	+	stmg_plus_chr19.9.1	stmg_plus_chr19.9
chr19	48413991	48414105	+	stmg_plus_chr19.9.1	stmg_plus_chr19.9
chr19	48414373	48414584	+	stmg_plus_chr19.9.1	stmg_plus_chr19.9
chr19	48414864	48415032	+	stmg_plus_chr19.9.1	stmg_plus_chr19.9
chr19	48416002	48416155	+	stmg_plus_chr19.9.1	stmg_plus_chr19.9
chr19	48419234	48419359	+	stmg_plus_chr19.9.1	stmg_plus_chr19.9
chr19	48419585	48419814	+	stmg_plus_chr19.9.1	stmg_plus_chr19.9
chr19	48421785	48421945	+	stmg_plus_chr19.9.1	stmg_plus_chr19.9
chr19	48441769	48441956	+	stmg_plus_chr19.9.1	stmg_plus_chr19.9
chr19	48442150	48442382	+	stmg_plus_chr19.9.1	stmg_plus_chr19.9
chr19	48442600	48444931	+	stmg_plus_chr19.9.1	stmg_plus_chr19.9
chr19	49044040	49044224	+	stmg_plus_chr19.10.1	stmg_plus_chr19.10
chr19	49044577	49044744	+	stmg_plus_chr19.10.1	stmg_plus_chr19.10
chr19	49044980	49045310	+	stmg_plus_chr19.10.1	stmg_plus_chr19.10
chr19	50075147	50075193	+	stmg_plus_chr19.11.1	stmg_plus_chr19.11
chr19	50075399	50075902	+	stmg_plus_chr19.11.1	stmg_plus_chr19.11
chr19	51311892	51311926	+	stmg_plus_chr19.12.1	stmg_plus_chr19.12
chr19	51322064	51322142	+	stmg_plus_chr19.12.1	stmg_plus_chr19.12
chr19	51323662	51323894	+	stmg_plus_chr19.12.1	stmg_plus_chr19.12
chr19	51325346	51325465	+	stmg_plus_chr19.12.1	stmg_plus_chr19.12
chr19	51326764	51326898	+	stmg_plus_chr19.12.1	stmg_plus_chr19.12
chr19	51327080	51327200	+	stmg_plus_chr19.12.1	stmg_plus_chr19.12
chr19	51327732	51327886	+	stmg_plus_chr19.12.1	stmg_plus_chr19.12
chr19	51328671	51330265	+	stmg_plus_chr19.12.1	stmg_plus_chr19.12
chr19	55761839	55762086	+	stmg_plus_chr19.13.1	stmg_plus_chr19.13
chr19	55762598	55763154	+	stmg_plus_chr19.13.1	stmg_plus_chr19.13
chr19	55772762	55773014	+	stmg_plus_chr19.14.1	stmg_plus_chr19.14
chr19	57320509	57320871	+	stmg_plus_chr19.15.1	stmg_plus_chr19.15
chr19	57323682	57323808	+	stmg_plus_chr19.15.1	stmg_plus_chr19.15
chr19	57326633	57326728	+	stmg_plus_chr19.15.1	stmg_plus_chr19.15
chr19	57327704	57330776	+	stmg_plus_chr19.15.1	stmg_plus_chr19.15
chr19	58418560	58418981	+	stmg_plus_chr19.16.1	stmg_plus_chr19.16
chr19	58419238	58419310	+	stmg_plus_chr19.16.1	stmg_plus_chr19.16
chr19	405443	408401	-	stmg_minus_chr19.1.1	stmg_minus_chr19.1
chr19	409006	409139	-	stmg_minus_chr19.1.1	stmg_minus_chr19.1
chr19	2458936	2459100	-	stmg_minus_chr19.2.1	stmg_minus_chr19.2
chr19	2461981	2462159	-	stmg_minus_chr19.2.1	stmg_minus_chr19.2
chr19	4785121	4785505	-	stmg_minus_chr19.3.1	stmg_minus_chr19.3
chr19	9834093	9834678	-	stmg_minus_chr19.4.1	stmg_minus_chr19.4
chr19	9834864	9835000	-	stmg_minus_chr19.4.1	stmg_minus_chr19.4
chr19	12884423	12885060	-	stmg_minus_chr19.5.1	stmg_minus_chr19.5
chr19	12885317	12886142	-	stmg_minus_chr19.5.1	stmg_minus_chr19.5
chr19	12887054	12887181	-	stmg_minus_chr19.5.1	stmg_minus_chr19.5
chr19	14472466	14472826	-	stmg_minus_chr19.6.1	stmg_minus_chr19.6
chr19	14473379	14474337	-	stmg_minus_chr19.6.1	stmg_minus_chr19.6
chr19	14475262	14475362	-	stmg_minus_chr19.6.1	stmg_minus_chr19.6
chr19	19710471	19713089	-	stmg_minus_chr19.7.1	stmg_minus_chr19.7
chr19	19714091	19714151	-	stmg_minus_chr19.7.1	stmg_minus_chr19.7
chr19	19714361	19714487	-	stmg_minus_chr19.7.1	stmg_minus_chr19.7
chr19	19732956	19733097	-	stmg_minus_chr19.7.1	stmg_minus_chr19.7
chr19	28418484	28419911	-	stmg_minus_chr19.8.1	stmg_minus_chr19.8
chr19	32687089	32687268	-	stmg_minus_chr19.9.1	stmg_minus_chr19.9
chr19	32691363	32691750	-	stmg_minus_chr19.9.1	stmg_minus_chr19.9
chr19	34923304	34923832	-	stmg_minus_chr19.10.1	stmg_minus_chr19.10
chr19	37728586	37729783	-	stmg_minus_chr19.11.1	stmg_minus_chr19.11
chr19	39731250	39731505	-	stmg_minus_chr19.12.1	stmg_minus_chr19.12
chr19	39734283	39734493	-	stmg_minus_chr19.12.1	stmg_minus_chr19.12
chr19	39734997	39735073	-	stmg_minus_chr19.12.1	stmg_minus_chr19.12
chr19	39737938	39738013	-	stmg_minus_chr19.12.1	stmg_minus_chr19.12
chr19	40421597	40423546	-	stmg_minus_chr19.13.1	stmg_minus_chr19.13
chr19	40425867	40426018	-	stmg_minus_chr19.13.1	stmg_minus_chr19.13
chr19	43278982	43279019	-	stmg_minus_chr19.14.1	stmg_minus_chr19.14
chr19	43283436	43283690	-	stmg_minus_chr19.14.1	stmg_minus_chr19.14
chr19	43284078	43284303	-	stmg_minus_chr19.14.1	stmg_minus_chr19.14
chr19	43329327	43329508	-	stmg_minus_chr19.15.1	stmg_minus_chr19.15
chr19	43331344	43331386	-	stmg_minus_chr19.15.1	stmg_minus_chr19.15
chr19	44950049	44950200	-	stmg_minus_chr19.16.1	stmg_minus_chr19.16
chr19	44950936	44951026	-	stmg_minus_chr19.16.1	stmg_minus_chr19.16
chr19	44953895	44953948	-	stmg_minus_chr19.16.1	stmg_minus_chr19.16
chr19	45890020	45891323	-	stmg_minus_chr19.17.1	stmg_minus_chr19.17
chr19	45901275	45901825	-	stmg_minus_chr19.17.1	stmg_minus_chr19.17
chr19	45902570	45902604	-	stmg_minus_chr19.17.1	stmg_minus_chr19.17
chr19	46634078	46634204	-	stmg_minus_chr19.18.1	stmg_minus_chr19.18
chr19	46634599	46634685	-	stmg_minus_chr19.18.1	stmg_minus_chr19.18
chr19	47045907	47046252	-	stmg_minus_chr19.19.1	stmg_minus_chr19.19
chr19	47046593	47046685	-	stmg_minus_chr19.19.1	stmg_minus_chr19.19
chr19	47048407	47048630	-	stmg_minus_chr19.19.1	stmg_minus_chr19.19
chr19	47870610	47871567	-	stmg_minus_chr19.20.1	stmg_minus_chr19.20
chr19	47874657	47874834	-	stmg_minus_chr19.20.1	stmg_minus_chr19.20
chr19	47879036	47879130	-	stmg_minus_chr19.20.1	stmg_minus_chr19.20
chr19	47882084	47882210	-	stmg_minus_chr19.20.1	stmg_minus_chr19.20
chr19	47883577	47883785	-	stmg_minus_chr19.20.1	stmg_minus_chr19.20
chr19	47886122	47886394	-	stmg_minus_chr19.20.1	stmg_minus_chr19.20
chr19	49018288	49018340	-	stmg_minus_chr19.21.1	stmg_minus_chr19.21
chr19	49018873	49019000	-	stmg_minus_chr19.21.1	stmg_minus_chr19.21
chr19	49019214	49019484	-	stmg_minus_chr19.21.1	stmg_minus_chr19.21
chr19	49047639	49047969	-	stmg_minus_chr19.22.1	stmg_minus_chr19.22
chr19	49048205	49048372	-	stmg_minus_chr19.22.1	stmg_minus_chr19.22
chr19	49048725	49049106	-	stmg_minus_chr19.22.1	stmg_minus_chr19.22
chr19	49422426	49422642	-	stmg_minus_chr19.23.1	stmg_minus_chr19.23
chr19	49423212	49423258	-	stmg_minus_chr19.23.1	stmg_minus_chr19.23
chr19	51097632	51099139	-	stmg_minus_chr19.24.1	stmg_minus_chr19.24
chr19	51104062	51104590	-	stmg_minus_chr19.24.1	stmg_minus_chr19.24
chr19	51108347	51108370	-	stmg_minus_chr19.24.1	stmg_minus_chr19.24
chr19	55379245	55379367	-	stmg_minus_chr19.25.1	stmg_minus_chr19.25
chr19	55383722	55384598	-	stmg_minus_chr19.25.1	stmg_minus_chr19.25
chr19	57958437	57958717	-	stmg_minus_chr19.26.1	stmg_minus_chr19.26
chr19	57961391	57961551	-	stmg_minus_chr19.26.1	stmg_minus_chr19.26
chr19	57966530	57966632	-	stmg_minus_chr19.26.1	stmg_minus_chr19.26
chr19	57972463	57972504	-	stmg_minus_chr19.26.1	stmg_minus_chr19.26
chr19	57974099	57974203	-	stmg_minus_chr19.26.1	stmg_minus_chr19.26
chr19	57974312	57974526	-	stmg_minus_chr19.26.1	stmg_minus_chr19.26
chr20	2664353	2664606	+	stmg_plus_chr20.1.1	stmg_plus_chr20.1
chr20	2665258	2665651	+	stmg_plus_chr20.1.1	stmg_plus_chr20.1
chr20	3045971	3046280	+	stmg_plus_chr20.2.1	stmg_plus_chr20.2
chr20	3046373	3046519	+	stmg_plus_chr20.2.1	stmg_plus_chr20.2
chr20	3046614	3046737	+	stmg_plus_chr20.2.1	stmg_plus_chr20.2
chr20	3047735	3048254	+	stmg_plus_chr20.2.1	stmg_plus_chr20.2
chr20	4193065	4193246	+	stmg_plus_chr20.3.1	stmg_plus_chr20.3
chr20	4195282	4195378	+	stmg_plus_chr20.3.1	stmg_plus_chr20.3
chr20	4195526	4195943	+	stmg_plus_chr20.3.1	stmg_plus_chr20.3
chr20	6767694	6768875	+	stmg_plus_chr20.4.1	stmg_plus_chr20.4
chr20	6770120	6770472	+	stmg_plus_chr20.4.1	stmg_plus_chr20.4
chr20	6778245	6780276	+	stmg_plus_chr20.4.1	stmg_plus_chr20.4
chr20	16576087	16576104	+	stmg_plus_chr20.5.1	stmg_plus_chr20.5
chr20	16578879	16579615	+	stmg_plus_chr20.5.1	stmg_plus_chr20.5
chr20	18485268	18485614	+	stmg_plus_chr20.6.1	stmg_plus_chr20.6
chr20	23459067	23459419	+	stmg_plus_chr20.7.1	stmg_plus_chr20.7
chr20	24949255	24949575	+	stmg_plus_chr20.8.1	stmg_plus_chr20.8
chr20	24957287	24957459	+	stmg_plus_chr20.8.1	stmg_plus_chr20.8
chr20	24958928	24959044	+	stmg_plus_chr20.8.1	stmg_plus_chr20.8
chr20	24959635	24959851	+	stmg_plus_chr20.8.1	stmg_plus_chr20.8
chr20	25751219	25751338	+	stmg_plus_chr20.9.1	stmg_plus_chr20.9
chr20	25752563	25752760	+	stmg_plus_chr20.9.1	stmg_plus_chr20.9
chr20	26018832	26018912	+	stmg_plus_chr20.10.1	stmg_plus_chr20.10
chr20	26019076	26019202	+	stmg_plus_chr20.10.1	stmg_plus_chr20.10
chr20	26019829	26019924	+	stmg_plus_chr20.10.1	stmg_plus_chr20.10
chr20	26020636	26020683	+	stmg_plus_chr20.10.1	stmg_plus_chr20.10
chr20	30389370	30389416	+	stmg_plus_chr20.11.1	stmg_plus_chr20.11
chr20	30391197	30391308	+	stmg_plus_chr20.11.1	stmg_plus_chr20.11
chr20	30393551	30393655	+	stmg_plus_chr20.11.1	stmg_plus_chr20.11
chr20	30396862	30396953	+	stmg_plus_chr20.11.1	stmg_plus_chr20.11
chr20	30397935	30398045	+	stmg_plus_chr20.11.1	stmg_plus_chr20.11
chr20	30399222	30399257	+	stmg_plus_chr20.11.1	stmg_plus_chr20.11
chr20	33007601	33007760	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33008541	33008683	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33011024	33011117	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33012803	33012907	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33013810	33013956	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33015436	33015496	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33017042	33017102	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33018259	33018350	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33018637	33018822	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33019062	33019115	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33019580	33019750	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33020328	33020395	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33020542	33020587	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33021281	33021344	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33021723	33021799	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33023342	33023709	+	stmg_plus_chr20.12.1	stmg_plus_chr20.12
chr20	33811304	33811658	+	stmg_plus_chr20.13.1	stmg_plus_chr20.13
chr20	33848467	33848644	+	stmg_plus_chr20.13.1	stmg_plus_chr20.13
chr20	33850952	33851066	+	stmg_plus_chr20.13.1	stmg_plus_chr20.13
chr20	33852077	33852203	+	stmg_plus_chr20.13.1	stmg_plus_chr20.13
chr20	33853496	33854366	+	stmg_plus_chr20.13.1	stmg_plus_chr20.13
chr20	38346424	38346640	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38349548	38349662	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38350811	38350939	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38354284	38354439	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38355346	38355409	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38360704	38360767	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38363975	38364066	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38364576	38364752	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38366769	38366828	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38368995	38369162	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38370738	38370805	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38371280	38371322	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38373072	38373135	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38373937	38374013	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	38376625	38377023	+	stmg_plus_chr20.14.1	stmg_plus_chr20.14
chr20	45174876	45175001	+	stmg_plus_chr20.15.1	stmg_plus_chr20.15
chr20	45175861	45176136	+	stmg_plus_chr20.15.1	stmg_plus_chr20.15
chr20	45176370	45176544	+	stmg_plus_chr20.15.1	stmg_plus_chr20.15
chr20	45857617	45857980	+	stmg_plus_chr20.16.1	stmg_plus_chr20.16
chr20	45876714	45879122	+	stmg_plus_chr20.16.1	stmg_plus_chr20.16
chr20	47950874	47950924	+	stmg_plus_chr20.17.1	stmg_plus_chr20.17
chr20	47951757	47952052	+	stmg_plus_chr20.17.1	stmg_plus_chr20.17
chr20	47958035	47958136	+	stmg_plus_chr20.18.1	stmg_plus_chr20.18
chr20	47958263	47958600	+	stmg_plus_chr20.18.1	stmg_plus_chr20.18
chr20	49982999	49983141	+	stmg_plus_chr20.19.1	stmg_plus_chr20.19
chr20	49983824	49984351	+	stmg_plus_chr20.19.1	stmg_plus_chr20.19
chr20	49987872	49988886	+	stmg_plus_chr20.19.1	stmg_plus_chr20.19
chr20	56533312	56533590	+	stmg_plus_chr20.20.1	stmg_plus_chr20.20
chr20	56536172	56536520	+	stmg_plus_chr20.20.1	stmg_plus_chr20.20
chr20	60058931	60058986	+	stmg_plus_chr20.21.1	stmg_plus_chr20.21
chr20	60069833	60070043	+	stmg_plus_chr20.21.1	stmg_plus_chr20.21
chr20	60070597	60072952	+	stmg_plus_chr20.21.1	stmg_plus_chr20.21
